policy,stage97_task_id,source_task_id,sequence,reference_gap,target_index,base_method,selected_candidate,base_psnr,endpoint_sideinfo_psnr,selected_sideinfo_psnr,teacher_oracle_sideinfo_psnr,delta_psnr_vs_endpoint,delta_psnr_vs_base,gap_to_teacher_oracle_psnr,precision_at_keep,energy_recall_total,relative_energy_recall_vs_oracle
endpoint_only,stage97_00010766,stage79_00021616,blackswan,8,4,linear,endpoint_diff_baseline,19.06082622468775,20.25584712668865,20.25584712668865,21.40898676343197,0.0,1.1950209020008984,-1.1531396367433189,0.2566467821598053,0.20487427711486816,0.37446632981300354
always_shared_energy_regression,stage97_00010766,stage79_00021616,blackswan,8,4,linear,shared_energy_regression,19.06082622468775,20.25584712668865,20.141572293609123,21.40898676343197,-0.11427483307952713,1.0807460689213713,-1.267414469822846,0.31768855452537537,0.2422427535057068,0.4427678883075714
always_shared_topk_bce,stage97_00010766,stage79_00021616,blackswan,8,4,linear,shared_topk_bce,19.06082622468775,20.25584712668865,20.078860290519632,21.40898676343197,-0.1769868361690179,1.0180340658318805,-1.3301264729123368,0.3193163275718689,0.24919657409191132,0.4554779827594757
group_best_mean_psnr,stage97_00010766,stage79_00021616,blackswan,8,4,linear,shared_energy_regression,19.06082622468775,20.25584712668865,20.141572293609123,21.40898676343197,-0.11427483307952713,1.0807460689213713,-1.267414469822846,0.31768855452537537,0.2422427535057068,0.4427678883075714
oracle_task_best,stage97_00010766,stage79_00021616,blackswan,8,4,linear,endpoint_diff_baseline,19.06082622468775,20.25584712668865,20.25584712668865,21.40898676343197,0.0,1.1950209020008984,-1.1531396367433189,0.2566467821598053,0.20487427711486816,0.37446632981300354
endpoint_only,stage97_00010766,stage79_00021616,blackswan,8,4,stage65_adapter,endpoint_diff_baseline,19.74092822045288,20.77946617602081,20.77946617602081,21.899711214687834,0.0,1.0385379555679322,-1.1202450386670222,0.3307107985019684,0.14500783383846283,0.6065458059310913
always_shared_energy_regression,stage97_00010766,stage79_00021616,blackswan,8,4,stage65_adapter,shared_energy_regression,19.74092822045288,20.77946617602081,20.49472031815585,21.899711214687834,-0.2847458578649622,0.75379209770297,-1.4049908965319844,0.4443841576576233,0.17219679057598114,0.7202730774879456
always_shared_topk_bce,stage97_00010766,stage79_00021616,blackswan,8,4,stage65_adapter,shared_topk_bce,19.74092822045288,20.77946617602081,20.53660887557239,21.899711214687834,-0.2428573004484207,0.7956806551195115,-1.3631023391154429,0.4666304886341095,0.17510637640953064,0.7324434518814087
group_best_mean_psnr,stage97_00010766,stage79_00021616,blackswan,8,4,stage65_adapter,endpoint_diff_baseline,19.74092822045288,20.77946617602081,20.77946617602081,21.899711214687834,0.0,1.0385379555679322,-1.1202450386670222,0.3307107985019684,0.14500783383846283,0.6065458059310913
oracle_task_best,stage97_00010766,stage79_00021616,blackswan,8,4,stage65_adapter,endpoint_diff_baseline,19.74092822045288,20.77946617602081,20.77946617602081,21.899711214687834,0.0,1.0385379555679322,-1.1202450386670222,0.3307107985019684,0.14500783383846283,0.6065458059310913
endpoint_only,stage97_00010830,stage79_00021680,blackswan,16,27,linear,endpoint_diff_baseline,18.373136893057158,19.320198207146056,19.320198207146056,20.688976848127254,0.0,0.9470613140888986,-1.3687786409811977,0.24959304928779602,0.2051551640033722,0.3805600702762604
always_shared_energy_regression,stage97_00010830,stage79_00021680,blackswan,16,27,linear,shared_energy_regression,18.373136893057158,19.320198207146056,19.400427205560767,20.688976848127254,0.08022899841471087,1.0272903125036095,-1.2885496425664869,0.3130764961242676,0.2505597472190857,0.4647849500179291
always_shared_topk_bce,stage97_00010830,stage79_00021680,blackswan,16,27,linear,shared_topk_bce,18.373136893057158,19.320198207146056,19.37951473303221,20.688976848127254,0.059316525886153215,1.0063778399750518,-1.3094621150950445,0.3214867115020752,0.2579070031642914,0.47841402888298035
